tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs	heb_g_cons
16078	MT	Genesis	30	31	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
16131	MT	Genesis	30	33	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16312	MT	Genesis	30	40	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
16349	MT	Genesis	30	42	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
16458	MT	Genesis	31	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16472	MT	Genesis	31	6	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16490	MT	Genesis	31	7	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
16589	MT	Genesis	31	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16641	MT	Genesis	31	15	L>	LW>	LW>	CMM	CMM	NA	NA			NA	nega				H	nnn	nnn	לוא
16645	MT	Genesis	31	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16653	MT	Genesis	31	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16741	MT	Genesis	31	20	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16774	MT	Genesis	31	22	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16867	MT	Genesis	31	27	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
16883	MT	Genesis	31	28	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
16925	MT	Genesis	31	30	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16942	MT	Genesis	31	31	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16944	MT	Genesis	31	31	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16957	MT	Genesis	31	32	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
16969	MT	Genesis	31	32	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
16972	MT	Genesis	31	32	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
16992	MT	Genesis	31	33	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
17027	MT	Genesis	31	34	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
17038	MT	Genesis	31	35	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17039	MT	Genesis	31	35	L>	LW>	LW>	CMM	CMM	NA	NA			NA	nega					nnn	nnn	לוא
17045	MT	Genesis	31	35	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17052	MT	Genesis	31	35	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
17076	MT	Genesis	31	36	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17079	MT	Genesis	31	37	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17108	MT	Genesis	31	38	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
17113	MT	Genesis	31	38	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
17116	MT	Genesis	31	39	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
17179	MT	Genesis	31	42	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17313	MT	Genesis	31	49	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17367	MT	Genesis	31	52	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
17378	MT	Genesis	31	52	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
17647	MT	Genesis	32	11	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17670	MT	Genesis	32	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17696	MT	Genesis	32	13	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
17775	MT	Genesis	32	18	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17784	MT	Genesis	32	18	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin				L	nn	nn	מי
17791	MT	Genesis	32	18	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin				WL	nn	nn	מי
17851	MT	Genesis	32	21	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17939	MT	Genesis	32	26	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17940	MT	Genesis	32	26	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
17959	MT	Genesis	32	27	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17965	MT	Genesis	32	27	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
17967	MT	Genesis	32	27	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17980	MT	Genesis	32	29	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
17985	MT	Genesis	32	29	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
17988	MT	Genesis	32	29	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
18023	MT	Genesis	32	31	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
18049	MT	Genesis	32	33	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
18067	MT	Genesis	32	33	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
18173	MT	Genesis	33	5	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
18212	MT	Genesis	33	8	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
18256	MT	Genesis	33	10	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
18274	MT	Genesis	33	11	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
18278	MT	Genesis	33	11	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj				W	nn	nn	כי
18301	MT	Genesis	33	13	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
18524	MT	Genesis	34	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
18569	MT	Genesis	34	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
18581	MT	Genesis	34	7	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
18686	MT	Genesis	34	14	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
18703	MT	Genesis	34	14	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
18740	MT	Genesis	34	17	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
18764	MT	Genesis	34	19	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
18772	MT	Genesis	34	19	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
18865	MT	Genesis	34	23	L>	LW>	LW>	CMM	CMM	NA	NA			NA	nega				H	nnn	nnn	לוא
19163	MT	Genesis	35	5	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
19196	MT	Genesis	35	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
19246	MT	Genesis	35	10	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
19251	MT	Genesis	35	10	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
19380	MT	Genesis	35	17	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
19390	MT	Genesis	35	18	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
19659	MT	Genesis	36	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
19667	MT	Genesis	36	7	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
20218	MT	Genesis	37	3	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
20231	MT	Genesis	37	4	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
20242	MT	Genesis	37	4	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
20405	MT	Genesis	37	13	L>	LW>	LW>	CMM	CMM	NA	NA			NA	nega				H	nnn	nnn	לוא
20479	MT	Genesis	37	17	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
20550	MT	Genesis	37	21	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
20655	MT	Genesis	37	26	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
20674	MT	Genesis	37	27	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
20779	MT	Genesis	37	32	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
20822	MT	Genesis	37	35	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
20963	MT	Genesis	38	9	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
20964	MT	Genesis	38	9	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
21010	MT	Genesis	38	11	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21085	MT	Genesis	38	14	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21087	MT	Genesis	38	14	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21092	MT	Genesis	38	14	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
21104	MT	Genesis	38	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21119	MT	Genesis	38	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21120	MT	Genesis	38	16	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
21122	MT	Genesis	38	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21130	MT	Genesis	38	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21210	MT	Genesis	38	20	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
21231	MT	Genesis	38	21	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
21242	MT	Genesis	38	22	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
21250	MT	Genesis	38	22	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
21272	MT	Genesis	38	23	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
21322	MT	Genesis	38	25	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin				L	nn	nn	מי
21340	MT	Genesis	38	26	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21343	MT	Genesis	38	26	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
21349	MT	Genesis	38	26	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
21457	MT	Genesis	39	3	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21538	MT	Genesis	39	6	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
21542	MT	Genesis	39	6	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21585	MT	Genesis	39	8	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
21609	MT	Genesis	39	9	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
21613	MT	Genesis	39	9	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21642	MT	Genesis	39	10	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
21699	MT	Genesis	39	13	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
21740	MT	Genesis	39	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
22056	MT	Genesis	40	8	L>	LW>	LW>	CMM	CMM	NA	NA			NA	nega				H	nnn	nnn	לוא
22159	MT	Genesis	40	14	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
22183	MT	Genesis	40	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
22193	MT	Genesis	40	15	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
22196	MT	Genesis	40	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
22207	MT	Genesis	40	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
22344	MT	Genesis	40	23	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
22700	MT	Genesis	41	19	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
22733	MT	Genesis	41	21	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
22735	MT	Genesis	41	21	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
22905	MT	Genesis	41	31	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
22920	MT	Genesis	41	31	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
22932	MT	Genesis	41	32	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23022	MT	Genesis	41	36	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
23155	MT	Genesis	41	44	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
23264	MT	Genesis	41	49	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23268	MT	Genesis	41	49	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23299	MT	Genesis	41	51	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23317	MT	Genesis	41	52	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23424	MT	Genesis	41	57	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23435	MT	Genesis	42	1	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23451	MT	Genesis	42	2	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23466	MT	Genesis	42	2	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
23483	MT	Genesis	42	4	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
23488	MT	Genesis	42	4	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23503	MT	Genesis	42	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23570	MT	Genesis	42	8	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
23596	MT	Genesis	42	10	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
23611	MT	Genesis	42	11	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
23618	MT	Genesis	42	12	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
23619	MT	Genesis	42	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23672	MT	Genesis	42	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23698	MT	Genesis	42	16	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
23701	MT	Genesis	42	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23756	MT	Genesis	42	20	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
23779	MT	Genesis	42	21	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
23796	MT	Genesis	42	22	L>	LW>	LW>	CMM	CMM	NA	NA			NA	nega				H	nnn	nnn	לוא
23807	MT	Genesis	42	22	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
23816	MT	Genesis	42	23	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
23818	MT	Genesis	42	23	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23821	MT	Genesis	42	23	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
23973	MT	Genesis	42	31	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
24006	MT	Genesis	42	33	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24030	MT	Genesis	42	34	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24031	MT	Genesis	42	34	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
24034	MT	Genesis	42	34	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24099	MT	Genesis	42	37	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
24112	MT	Genesis	42	38	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
24116	MT	Genesis	42	38	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24183	MT	Genesis	43	3	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
24204	MT	Genesis	43	5	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
24206	MT	Genesis	43	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24211	MT	Genesis	43	5	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
24264	MT	Genesis	43	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24286	MT	Genesis	43	8	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
24300	MT	Genesis	43	9	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
24313	MT	Genesis	43	10	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24316	MT	Genesis	43	10	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24462	MT	Genesis	43	16	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24491	MT	Genesis	43	18	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24555	MT	Genesis	43	21	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24588	MT	Genesis	43	22	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
24590	MT	Genesis	43	22	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
24649	MT	Genesis	43	25	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24651	MT	Genesis	43	25	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24733	MT	Genesis	43	30	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24778	MT	Genesis	43	32	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24779	MT	Genesis	43	32	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
24789	MT	Genesis	43	32	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
24898	MT	Genesis	44	4	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
24923	MT	Genesis	44	5	L>	LW>	LW>	CMM	CMM	NA	NA			NA	nega				H	nnn	nnn	לוא
25092	MT	Genesis	44	15	L>	LW>	LW>	CMM	CMM	NA	NA			NA	nega				H	nnn	nnn	לוא
25094	MT	Genesis	44	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25178	MT	Genesis	44	18	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25233	MT	Genesis	44	22	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
25252	MT	Genesis	44	23	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
25258	MT	Genesis	44	23	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
25265	MT	Genesis	44	24	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25286	MT	Genesis	44	26	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
25298	MT	Genesis	44	26	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25299	MT	Genesis	44	26	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
25319	MT	Genesis	44	27	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25336	MT	Genesis	44	28	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
25379	MT	Genesis	44	31	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25395	MT	Genesis	44	32	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25407	MT	Genesis	44	32	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
25434	MT	Genesis	44	34	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25454	MT	Genesis	45	1	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
25472	MT	Genesis	45	1	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
25506	MT	Genesis	45	3	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
25512	MT	Genesis	45	3	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25544	MT	Genesis	45	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25548	MT	Genesis	45	5	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25555	MT	Genesis	45	6	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25594	MT	Genesis	45	8	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
25599	MT	Genesis	45	8	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25670	MT	Genesis	45	11	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25692	MT	Genesis	45	12	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25834	MT	Genesis	45	20	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25940	MT	Genesis	45	26	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj				W	nn	nn	כי
25950	MT	Genesis	45	26	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
25951	MT	Genesis	45	26	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
26040	MT	Genesis	46	3	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
26472	MT	Genesis	46	30	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
26507	MT	Genesis	46	32	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
26522	MT	Genesis	46	33	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
26551	MT	Genesis	46	34	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
26626	MT	Genesis	47	4	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
26635	MT	Genesis	47	4	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
26742	MT	Genesis	47	9	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
26814	MT	Genesis	47	13	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
26886	MT	Genesis	47	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
26960	MT	Genesis	47	18	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
26964	MT	Genesis	47	18	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
26975	MT	Genesis	47	18	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
27015	MT	Genesis	47	19	L>	L>	L>	CM	CM	NA	NA			NA	nega				W	nn	nn	לא
27020	MT	Genesis	47	19	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
27031	MT	Genesis	47	20	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27036	MT	Genesis	47	20	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27067	MT	Genesis	47	22	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
27069	MT	Genesis	47	22	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27087	MT	Genesis	47	22	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
27186	MT	Genesis	47	26	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
27459	MT	Genesis	48	8	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
27487	MT	Genesis	48	10	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
27508	MT	Genesis	48	11	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
27576	MT	Genesis	48	14	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27641	MT	Genesis	48	17	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27672	MT	Genesis	48	18	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
27675	MT	Genesis	48	18	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27825	MT	Genesis	49	4	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27850	MT	Genesis	49	6	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27862	MT	Genesis	49	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27866	MT	Genesis	49	7	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27901	MT	Genesis	49	9	MJ	MJ	MJ	CM	CM	NA	NA		unknown	NA	prin					nn	nn	מי
27903	MT	Genesis	49	10	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
27914	MT	Genesis	49	10	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27975	MT	Genesis	49	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
27981	MT	Genesis	49	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
28295	MT	Genesis	50	3	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
28542	MT	Genesis	50	15	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
28585	MT	Genesis	50	17	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
28623	MT	Genesis	50	19	KJ	KJ	KJ	CM	CM	NA	NA			NA	conj					nn	nn	כי
28845	MT	Exodus	1	8	L>	L>	L>	CM	CM	NA	NA			NA	nega					nn	nn	לא
