tf_id	scroll	book	chapter	verse	lex	g_cons	stem	pattern	pattern_g_cons	vs	vt	nu	gn	ps	sp	prs	nme	hloc	prefix_g_cons	rec_signs	cor_signs
1994839	4Q47	Joshua	8	35	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1995412	4Q47	Joshua	8	7	>RB[	>WRB	>WRB	CMCC	CMCC	qal	ptca	sg	m	NA	verb				MH	rrrr	nnnn
1994969	4Q47	Joshua	5	6	JY>[	JY>JM	JY>	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM		H	rrrrr	nnnnn
1994997	4Q47	Joshua	5	6	ZWB[	ZBT	ZBT	CCC	CCC	qal	ptca	sg	f	NA	verb					rrr	nnn
1995793	4Q48	Joshua	3	15	NF>[	NF>J	NF>	CCC	CCCM	qal	ptca	pl	m	NA	verb		J			nnnn	nnnn
1996109	4Q48	Joshua	17	11	JCB[	JCB	JCB	CCC	CCC	qal	ptca	sg		NA	verb				W	nnn	nnn
1996120	4Q48	Joshua	17	11	JCB[	JCBJ	JCB	CCC	CCCM	qal	ptca	pl	m	NA	verb		J			rrrr	nnnn
1996125	4Q48	Joshua	17	11	JCB[	JCBJ	JCB	CCC	CCCM	qal	ptca	pl	m	NA	verb		J		W	nnnr	nnnn
1996130	4Q48	Joshua	17	11	JCB[	JCBJ	JCB	CCC	CCCM	qal	ptca	pl	m	NA	verb		J		W	rrrr	nnnn
1995818	4Q48	Joshua	3	16	JRD[	JRDJM	JRD	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnnnn	nnnnn
1995838	4Q48	Joshua	3	16	JRD[	JRDJM	JRD	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM		WH	rrrrr	nnnnn
1995859	4Q48	Joshua	3	17	NF>[	NF>J	NF>	CCC	CCCM	qal	ptca	pl	m	NA	verb		J			rrrr	nnnn
1995874	4Q48	Joshua	3	17	<BR[	<BRJM	<BR	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrr	nnnnn
1996363	4Q49	Judges	6	11	XBV[	XBV	XBV	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
1996602	4Q50	Judges	21	18	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
1996603	4Q50	Judges	21	18	NTN[	NTN	NTN	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
1996630	4Q50	Judges	21	19	<LH[	<LH	<LH	CCM	CCM	qal	ptca	sg	f	NA	verb				H	nnn	nnn
2007394	4Q51	2_Samuel	15	3	CM<[	CWM<	CWM<	CMCC	CMCC	qal	ptca	sg	m	NA	verb				W	rrrr	nnnn
1998785	4Q51	1_Samuel	8	11	RWY[	RYJM	RY	CC	CCMC	qal	ptca	pl		NA	verb		JM		W	rrrn	nnnn
2010182	4Q51	2_Samuel	24	16	<MD[	<WMD	<WMD	CMCC	CMCC	qal	ptca	sg		NA	verb					nnnn	nnnn
2010198	4Q51	2_Samuel	24	16	<MD[	<WMD	<WMD	CMCC	CMCC	qal	ptca	sg		NA	verb					rrrr	nnnn
2010208	4Q51	2_Samuel	24	16	CLP[	CLWPH	CLWPH	CCMCM	CCMCM	qal	ptcp	sg		NA	verb					nnnnn	nnnnn
2010211	4Q51	2_Samuel	24	16	NVH[	NVW>H	NVW>H	CCMCM	CCMCM	qal	ptcp	sg		NA	verb					nnnnr	nnnnn
2003530	4Q51	2_Samuel	3	25	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2001589	4Q51	1_Samuel	25	20	RKB[	RWKBT	RWKBT	CMCCC	CMCCC	qal	ptca	sg	f	NA	verb					rrnrr	nnnnn
2001594	4Q51	1_Samuel	25	20	JRD[	JWRDT	JWRDT	CMCCC	CMCCC	qal	ptca	sg	f	NA	verb				W	rrrrr	nnnnn
2001604	4Q51	1_Samuel	25	20	<LH[	<WLJM	<WL	CMC	CMCMC	qal	ptca	pl		NA	verb		JM			rrrrn	nnnnn
2004460	4Q51	2_Samuel	6	2	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrnn	nnnn
2003131	4Q51	2_Samuel	3	1	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2003137	4Q51	2_Samuel	3	1	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
1998301	4Q51	1_Samuel	6	2	QSM[	QWSMJM	QWSM	CMCC	CMCCMC	qal	ptca	pl		NA	verb		JM		WL	rrrrrr	nnnnnn
1997560	4Q51	1_Samuel	2	24	CM<[	CWM<	CWM<	CMCC	CMCC	qal	ptca	sg		NA	verb					nnnr	nnnn
1997571	4Q51	1_Samuel	2	24	CM<[	CWM<	CWM<	CMCC	CMCC	qal	ptca	sg		NA	verb					nnnn	nnnn
1999058	4Q51	1_Samuel	9	11	<LH[	<WLJM	<WL	CMC	CMCMC	qal	ptca	pl	m	NA	verb		JM			rrrrr	nnnnn
1999068	4Q51	1_Samuel	9	11	JY>[	JWY>WT	JWY>	CMCC	CMCCMC	qal	ptca	pl	f	NA	verb		WT			rrrrrr	nnnnnn
2000916	4Q51	1_Samuel	17	41	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2000924	4Q51	1_Samuel	17	41	NF>[	NWF>	NWF>	CMCM	CMCM	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2009896	4Q51	2_Samuel	22	48	NTN[	NTN	NTN	CCC	CCC	qal	ptca	sg	m	NA	verb					nnn	nnn
1999403	4Q51	1_Samuel	10	5	JRD[	JRDJM	JRD	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnn	nnnnn
1997099	4Q51	1_Samuel	1	28	C>L[	C>WL	C>WL	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
2002573	4Q51	1_Samuel	31	4	NF>[	NWF>	NWF>	CMCM	CMCM	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2003722	4Q51	2_Samuel	3	34	>SR[	>SRWT	>SR	CCC	CCCMC	qal	ptcp	pl		NA	verb		WT			nrrrr	nnnnn
2007491	4Q51	2_Samuel	15	20	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2007495	4Q51	2_Samuel	15	20	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2001862	4Q51	1_Samuel	26	12	R>H[	RW>H	RW>H	CMCM	CMCM	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2001865	4Q51	1_Samuel	26	12	JD<[	JWD<	JWD<	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2001390	4Q51	1_Samuel	25	4	GZZ[	GWZZ	GWZZ	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nrrn	nnnn
1996845	4Q51	1_Samuel	1	12	CMR[	CMR	CMR	CCC	CCC	qal	ptca	sg	m	NA	verb					nnn	nnn
2009822	4Q51	2_Samuel	22	40	QWM[	QMJ	QM	CC	CCM	qal	ptca	pl	m	NA	verb	J				nnn	nnn
2008290	4Q51	2_Samuel	18	5	CM<[	CM<JM	CM<	CCC	CCCMC	qal	ptca	pl		NA	verb		JM			nnnnn	nnnnn
1999929	4Q51	1_Samuel	11	9	BW>[	B>JM	B>	CC	CCMC	qal	ptca	pl	m	NA	verb		JM		H	rrrr	nnnn
2005914	4Q51	2_Samuel	12	3	RWC[	RC	RC	CC	CC	qal	ptca	sg	m	NA	verb				WL	rr	nn
2008380	4Q51	2_Samuel	18	9	RKB[	RWKB	RWKB	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nrrr	nnnn
1999188	4Q51	1_Samuel	9	20	>BD[	>WBDWT	>WBD	CMCC	CMCCMC	qal	ptca	pl	f	NA	verb		WT		H	rrrrrr	nnnnnn
2009558	4Q51	2_Samuel	21	16	XGR[	XGWR	XGWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
2010246	4Q51	2_Samuel	24	17	R<H[	R<H	R<H	CCM	CCM	qal	ptca	sg		NA	verb				H	nnn	nnn
2004489	4Q51	2_Samuel	6	3	NHG[	NHGJM	NHG	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM			nnnnn	nnnnn
2009699	4Q51	2_Samuel	22	28	RWM[	RMJM	RM	CC	CCMC	qal	ptca	pl	m	NA	verb		JM			rrrr	nnnn
2005285	4Q51	2_Samuel	9	8	MWT[	MT	MT	CC	CC	qal	ptca	sg	m	NA	verb				H	nn	nn
2006699	4Q51	2_Samuel	13	23	GZZ[	GWZZJM	GWZZ	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrrr	nnnnnn
2002335	4Q51	1_Samuel	30	23	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb				H	rr	nn
2000821	4Q51	1_Samuel	17	5	LBC[	LBWC	LBWC	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
1998447	4Q51	1_Samuel	6	7	<WL[	<LWT	<L	CC	CCMC	qal	ptca	pl	f	NA	verb		WT			nnnn	nnnn
2009400	4Q51	2_Samuel	21	4	>BH[	>WBJM	>WB	CMC	CMCMC	qal	ptca	pl	m	NA	verb		JM			rrrrr	nnnnn
2007407	4Q51	2_Samuel	15	4	CPV[	CWPV	CWPV	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2002158	4Q51	1_Samuel	28	2	CMR[	CWMR	CWMR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nrrr	nnnn
1997907	4Q51	1_Samuel	3	2	CKB[	CWKB	CWKB	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2008534	4Q51	2_Samuel	19	7	FN>[	FWN>JK	FWN>	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb	K	J			rrrrrr	nnnnnn
2008539	4Q51	2_Samuel	19	7	>HB[	>WHBJK	>WHB	CCCC	CCCCMC	qal	ptca	pl	m	NA	verb	K	J			rrrrrr	nnnnnn
2008559	4Q51	2_Samuel	19	7	MWT[	MTJM	MT	CC	CCMC	qal	ptca	pl	m	NA	verb		JM			rrnn	nnnn
2003855	4Q51	2_Samuel	3	39	MCX[	MCWX	MCWX	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	rrrr	nnnn
2003867	4Q51	2_Samuel	3	39	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	m	NA	verb				L	rrrr	nnnn
2005696	4Q51	2_Samuel	11	10	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb					rr	nn
1996856	4Q51	1_Samuel	1	13	NW<[	N<WT	N<	CC	CCMC	qal	ptca	pl	f	NA	verb		WT			rrrr	nnnn
2009910	4Q51	2_Samuel	22	49	QWM[	QMJ	QM	CC	CCM	qal	ptca	pl	m	NA	verb	J			WM	rrr	nnn
2008431	4Q51	2_Samuel	18	10	TLH[	TLWJ	TLWJ	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
1997242	4Q51	1_Samuel	2	9	NTN[	NTN	NTN	CCC	CCC	qal	ptca	sg		NA	verb					nnn	nnn
1997245	4Q51	1_Samuel	2	9	NDR[	NWDR	NWDR	CMCC	CMCC	qal	ptca	sg		NA	verb				L	rrrn	nnnn
2003680	4Q51	2_Samuel	3	31	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2005521	4Q51	2_Samuel	11	2	RXY[	RWXYT	RWXYT	CMCCC	CMCCC	qal	ptca	sg	f	NA	verb					rrrrr	nnnnn
2006726	4Q51	2_Samuel	13	24	GZZ[	GWZZJM	GWZZ	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrnn	nnnnnn
2002350	4Q51	1_Samuel	30	24	JRD[	JRD	JRD	CCC	CCC	qal	ptca	sg	m	NA	verb				H	rrr	nnn
2002357	4Q51	1_Samuel	30	24	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	rrrr	nnnn
2009794	4Q51	2_Samuel	22	37	QWM[	QMJ	QM	CC	CCM	qal	ptca	pl		NA	verb	J				rrr	nnn
2004777	4Q51	2_Samuel	6	16	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb					rr	nn
1998547	4Q51	1_Samuel	6	12	HLK[	HWLKJM	HWLK	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrrr	nnnnnn
2007332	4Q51	2_Samuel	15	1	RWY[	RYJM	RY	CC	CCMC	qal	ptca	pl	m	NA	verb		JM			rrrr	nnnn
1999782	4Q51	1_Samuel	10	27	NTN[	NTN	NTN	CCC	CCC	qal	ptcp	sg		NA	verb				W	nnn	nnn
2005928	4Q51	2_Samuel	12	4	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb				H	nn	nn
2000532	4Q51	1_Samuel	14	48	CSH[	CSJW	CS	CC	CCCC	qal	ptca	pl	m	NA	verb	W	J			rnnn	nnnn
2004499	4Q51	2_Samuel	6	4	HLK[	HLK	HLK	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
2006634	4Q51	2_Samuel	13	20	CMM[	CWMMH	CWMMH	CMCCM	CMCCM	qal	ptca	sg	f	NA	verb					rrrrr	nnnnn
2000296	4Q51	1_Samuel	14	24	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
2000350	4Q51	1_Samuel	14	28	>RR[	>RWR	>RWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
1997927	4Q51	1_Samuel	3	3	CKB[	CKB	CKB	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
2008582	4Q51	2_Samuel	19	8	JY>[	JWY>	JWY>	CMCM	CMCM	qal	ptca	sg	m	NA	verb					rrrr	nnnn
1997526	4Q51	1_Samuel	2	22	<FH[	<WFJM	<WF	CMC	CMCMC	qal	ptca	pl		NA	verb		JM			rrnnn	nnnnn
2006383	4Q51	2_Samuel	13	4	>HB[	>WHB	>WHB	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2000201	4Q51	1_Samuel	12	16	<FH[	<FH	<FH	CCM	CCM	qal	ptca	sg	m	NA	verb					rrn	nnn
1997612	4Q51	1_Samuel	2	26	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2003931	4Q51	2_Samuel	4	3	GWR[	GRJM	GR	CC	CCMC	qal	ptca	pl	m	NA	verb		JM			rrrr	nnnn
1999343	4Q51	1_Samuel	10	3	<LH[	<LJM	<L	CC	CCMC	qal	ptca	pl	m	NA	verb		JM			nnnn	nnnn
1999350	4Q51	1_Samuel	10	3	NF>[	NF>	NF>	CCM	CCM	qal	ptca	sg	m	NA	verb					rrr	nnn
1999355	4Q51	1_Samuel	10	3	NF>[	NF>	NF>	CCM	CCM	qal	ptca	sg	m	NA	verb					rrr	nnn
1999362	4Q51	1_Samuel	10	3	NF>[	NWF>	NWF>	CMCM	CMCM	qal	ptca	sg	m	NA	verb					rrrr	nnnn
1997741	4Q51	1_Samuel	2	30	BZH[	BWZJ	BWZ	CMC	CMCM	qal	ptca	pl	m	NA	verb	J			W	rrrr	nnnn
2007857	4Q51	2_Samuel	16	13	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2010021	4Q51	2_Samuel	23	5	<RK[	<RWKH	<RWKH	CCCCM	CCCCM	qal	ptcp	sg	f	NA	verb					rrrrn	nnnnn
2010025	4Q51	2_Samuel	23	5	CMR[	CMWRH	CMWRH	CCMCM	CCMCM	qal	ptcp	sg	f	NA	verb				W	rrrrr	nnnnn
1999532	4Q51	1_Samuel	10	11	JD<[	JWD<W	JWD<	CMCC	CMCCM	qal	ptca	sg	m	NA	verb	W				rrrnn	nnnnn
2005128	4Q51	2_Samuel	8	2	NF>[	NWF>J	NWF>	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			rrrrr	nnnnn
2005549	4Q51	2_Samuel	11	3	NF>[	NWF>	NWF>	CMCM	CMCM	qal	ptca	sg		NA	verb					rnnn	nnnn
2009123	4Q51	2_Samuel	20	12	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb				H	rr	nn
1997431	4Q51	1_Samuel	2	18	XGR[	XWGR	XWGR	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2005212	4Q51	2_Samuel	8	6	NF>[	NWF>J	NWF>	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			rrrrr	nnnnn
2007706	4Q51	2_Samuel	16	1	XBC[	XBWCJM	XBWC	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			nnnnrr	nnnnnn
2005714	4Q51	2_Samuel	11	11	JCB[	JWCBJM	JWCB	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrrr	nnnnnn
2005729	4Q51	2_Samuel	11	11	XNH[	XWNJM	XWN	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrr	nnnnn
1999882	4Q51	1_Samuel	11	7	JY>[	JY>	JY>	CCM	CCM	qal	ptca	sg	m	NA	verb					rrr	nnn
2007224	4Q51	2_Samuel	14	18	C>L[	C>WL	C>WL	CCMC	CCMC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2007638	4Q51	2_Samuel	15	30	<LH[	<WLH	<WLH	CMCM	CMCM	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2007646	4Q51	2_Samuel	15	30	XPH[	XPWJ	XPWJ	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
2007649	4Q51	2_Samuel	15	30	HLK[	HWLK	HWLK	CMCC	CMCC	qal	ptca	sg	m	NA	verb					nnnn	nnnn
2002282	4Q51	1_Samuel	29	1	XNH[	XNJM	XN	CC	CCMC	qal	ptca	pl	m	NA	verb		JM			rrrr	nnnn
2005950	4Q51	2_Samuel	12	5	<FH[	<FH	<FH	CCM	CCM	qal	ptca	sg	m	NA	verb				H	rrr	nnn
1998758	4Q51	1_Samuel	8	10	C>L[	CW>LJM	CW>L	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		H	nnrnnn	nnnnnn
1998676	4Q51	1_Samuel	6	21	JCB[	JWCBJ	JWCB	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			nnnnn	nnnnn
1999270	4Q51	1_Samuel	9	22	QR>[	HQRW>JM	HQRW>	CCCMC	CCCMCMC	qal	ptcp	pl	m	NA	verb		JM			nnrrrrr	nnnnnnn
2007165	4Q51	2_Samuel	14	2	MWT[	MT	MT	CC	CC	qal	ptca	sg	m	NA	verb					rr	nn
2001189	4Q51	1_Samuel	24	15	JY>[	JWY>	JWY>	CMCM	CMCM	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2001197	4Q51	1_Samuel	24	15	RDP[	RWDP	RWDP	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2001200	4Q51	1_Samuel	24	15	MWT[	MT	MT	CC	CC	qal	ptca	sg	m	NA	verb					rn	nn
2000775	4Q51	1_Samuel	17	3	<MD[	<WMDJM	<WMD	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			rrnrrr	nnnnnn
2000783	4Q51	1_Samuel	17	3	<MD[	<WMDJM	<WMD	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrrr	nnnnnn
2004727	4Q51	2_Samuel	6	13	NF>[	NWF>J	NWF>	CMCC	CMCCM	qal	ptca	pl	m	NA	verb		J			rrrrr	nnnnn
2000846	4Q51	1_Samuel	17	7	>RG[	>RGJM	>RG	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrr	nnnnn
2000854	4Q51	1_Samuel	17	7	NF>[	NF>	NF>	CCM	CCM	qal	ptca	sg	m	NA	verb				W	rrr	nnn
2000856	4Q51	1_Samuel	17	7	HLK[	HLK	HLK	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
2000458	4Q51	1_Samuel	14	33	XV>[	XV>JM	XV>	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrr	nnnnn
1998557	4Q51	1_Samuel	6	13	QYR=[	QWYRJM	QWYR	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrrr	nnnnnn
2005901	4Q51	2_Samuel	12	1	RWC[	R>C	R>C	CMC	CMC	qal	ptca	sg	m	NA	verb					nnr	nnn
2009596	4Q51	2_Samuel	22	18	FN>[	FWN>J	FWN>	CMCC	CMCCM	qal	ptca	pl	m	NA	verb	J			M	rrrrr	nnnnn
2001725	4Q51	1_Samuel	25	39	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
2003963	4Q51	2_Samuel	4	4	>MN[	>MNTW	>MNT	CCCC	CCCCM	qal	ptca	sg	f	NA	verb	W				rrrrr	nnnnn
1997746	4Q51	1_Samuel	2	31	BW>[	B>JM	B>	CC	CCMC	qal	ptca	pl	m	NA	verb		JM			nnnn	nnnn
2007455	4Q51	2_Samuel	15	6	BW>[	B>JM	B>	CC	CCMC	qal	ptca	pl		NA	verb		JM			rrrr	nnnn
1999461	4Q51	1_Samuel	10	8	JRD[	JWRD	JWRD	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrnn	nnnn
1998118	4Q51	1_Samuel	4	12	QR<[	QRW<JM	QRW<	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			nnnnrn	nnnnnn
2008624	4Q51	2_Samuel	19	9	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2001443	4Q51	1_Samuel	25	7	GZZ[	GWZZJM	GWZZ	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrrr	nnnnnn
2001447	4Q51	1_Samuel	25	7	R<H[	RW<JM	RW<	CMC	CMCMC	qal	ptca	pl	m	NA	verb		JM		H	rrrrn	nnnnn
1997543	4Q51	1_Samuel	2	23	CM<[	CWM<	CWM<	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrnr	nnnn
2008468	4Q51	2_Samuel	18	28	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
2000897	4Q51	1_Samuel	17	40	R<H[	RW<JM	RW<	CMC	CMCMC	qal	ptca	pl	m	NA	verb		JM		H	rrrrr	nnnnn
2001556	4Q51	1_Samuel	25	11	GZZ[	GWZZJ	GWZZ	CMCC	CMCCC	qal	ptca	pl	m	NA	verb	J			L	rrrnn	nnnnn
1997162	4Q51	1_Samuel	2	3	TKN[	TWKN	TWKN	CMCC	CMCC	qal	ptca	sg		NA	verb					rrrr	nnnn
2007674	4Q51	2_Samuel	15	31	QCR[	QWCRJM	QWCR	CMCC	CMCCMC	qal	ptca	pl	m	NA	verb		JM		B	rrrrrr	nnnnnn
2009887	4Q51	2_Samuel	22	47	BRK[	BRWK	BRWK	CCMC	CCMC	qal	ptcp	sg	m	NA	verb				W	nrrr	nnnn
2000034	4Q51	1_Samuel	11	12	>MR[	>WMR	>WMR	CMCC	CMCC	qal	ptca	sg	m	NA	verb				H	nnnn	nnnn
1996966	4Q51	1_Samuel	1	23	JY>[	JWY>	JWY>	CMCM	CMCM	qal	ptca	sg		NA	verb				H	nnnn	nnnn
2009932	4Q51	2_Samuel	22	51	<FH[	<WFH	<WFH	CMCM	CMCM	qal	ptca	sg	m	NA	verb				W	nnnn	nnnn
2010329	4Q51	2_Samuel	24	20	<BR[	<BRJM	<BR	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrr	nnnnn
2010334	4Q51	2_Samuel	24	20	BW>[	B>JM	B>	CC	CCMC	qal	ptca	pl		NA	verb		JM			nnrr	nnnn
2003620	4Q51	2_Samuel	3	29	ZWB[	ZB	ZB	CC	CC	qal	ptca	sg	m	NA	verb					nn	nn
2003628	4Q51	2_Samuel	3	29	NPL[	NWPL	NWPL	CMCC	CMCC	qal	ptca	sg	m	NA	verb				W	nnnn	nnnn
1998029	4Q51	1_Samuel	4	4	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2009729	4Q51	2_Samuel	22	31	YRP[	YRWPH	YRWPH	CCMCM	CCMCM	qal	ptcp	sg	f	NA	verb					rrrrn	nnnnn
2009734	4Q51	2_Samuel	22	31	XSH[	XWSJM	XWS	CMC	CMCMC	qal	ptca	pl	m	NA	verb		JM			rrrrr	nnnnn
2004752	4Q51	2_Samuel	6	14	XGR[	XGWR	XGWR	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					nnnn	nnnn
2004170	4Q51	2_Samuel	5	6	JCB[	JWCB	JWCB	CMCC	CMCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2003385	4Q51	2_Samuel	3	13	C>L[	CW>L	CW>L	CCCC	CCCC	qal	ptca	sg	m	NA	verb					rrrr	nnnn
2007569	4Q51	2_Samuel	15	23	BKH[	BWKJM	BWK	CCC	CCCMC	qal	ptca	pl	m	NA	verb		JM			rrrrr	nnnnn
2002723	4Q51	2_Samuel	2	5	BRK[	BRWKJM	BRWK	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			nnnnnn	nnnnnn
2006981	4Q51	2_Samuel	13	34	YPH[	YWPH	YWPH	CMCM	CMCM	qal	ptca	sg	m	NA	verb				H	rrrr	nnnn
2006990	4Q51	2_Samuel	13	34	HLK[	HWLKJM	HWLK	CMCC	CMCCMC	qal	ptca	pl		NA	verb		JM			rrrrrr	nnnnnn
2007003	4Q51	2_Samuel	13	34	YPH=[	YWPH	YWPH	CMCM	CMCM	qal	ptca	sg		NA	verb				H	rrrr	nnnn
2012098	4Q52	1_Samuel	21	9	NXY[	NXWY	NXWY	CCMC	CCMC	qal	ptcp	sg	m	NA	verb					rrrr	nnnn
2011417	4Q52	1_Samuel	19	14	XLH[	XLH	XLH	CCM	CCM	qal	ptca	sg	m	NA	verb					rrr	nnn
2012116	4Q52	1_Samuel	21	10	LWV[	LWVH	LWVH	CMCM	CMCM	qal	ptcp	sg	f	NA	verb					rrrr	nnnn
2011986	4Q52	1_Samuel	21	6	<YR[	<YRH	<YRH	CCCM	CCCM	qal	ptcp	sg	f	NA	verb					rrrr	nnnn
2011916	4Q52	1_Samuel	21	3	CLX[	CLXK	CLX	CCC	CCCC	qal	ptca	sg	m	NA	verb	K				rrrn	nnnn
2012375	4Q52	1_Samuel	23	17	JD<[	JD<	JD<	CCC	CCC	qal	ptca	sg	m	NA	verb					rrr	nnn
2012151	4Q52	1_Samuel	22	9	BW>[	B>	B>	CM	CM	qal	ptca	sg	m	NA	verb					rr	nn
2012442	4Q52	1_Samuel	23	21	BRK[	BRWKJM	BRWK	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			rrrrrr	nnnnnn
2012064	4Q52	1_Samuel	21	8	R<H[	R<JM	R<	CC	CCMC	qal	ptca	pl	m	NA	verb		JM		H	rrrn	nnnn
2013340	4Q53	2_Samuel	15	3	CM<[	CWM<	CWM<	CMCC	CMCC	qal	ptca	sg	m	NA	verb				W	rrrr	nnnn
2013506	4Q53	2_Samuel	15	11	QR>[	QRW>JM	QRW>	CCMC	CCMCMC	qal	ptcp	pl	m	NA	verb		JM			nrrnnn	nnnnnn
