	tf_id	book	chapter	verse	lex	lex_hebrew	g_cons	g_cons_hebrew	g_cons_no_suff	suff	vt	vs	gn	nu	ps	verb_ends_on_w	has_suffix	w_in_suffix	has_final_nun
436747	436747	Exodus	5	19	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
436781	436781	Exodus	5	21	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
437023	437023	Exodus	6	9	CM<[	שׁמע[	CM<W	שׁמעו	CM<W		perf	-	unknown	pl	p3	1	0	0	0
437034	437034	Exodus	6	9	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
437086	437086	Exodus	6	12	CM<[	שׁמע[	CM<W	שׁמעו	CM<W		perf	-	unknown	pl	p3	1	0	0	0
437336	437336	Exodus	6	26	JY>[	יצא[	HWYJ>W	הוציאו	HWYJ>W		impv	-	m	pl	p2	1	0	0	0
437485	437485	Exodus	7	5	JD<[	ידע[	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0
437516	437516	Exodus	7	6	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
437549	437549	Exodus	7	9	NTN[	נתנ[	TNW	תנו	TNW		impv	-	m	pl	p2	1	0	0	0
437579	437579	Exodus	7	10	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
437611	437611	Exodus	7	11	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
437620	437620	Exodus	7	12	CLK[	שׁלכ[	JCLKW	ישׁלכו	JCLKW		impf	-	m	pl	p3	1	0	0	0
437702	437702	Exodus	7	16	<BD[	עבד[	J<BDNJ	יעבדני	J<BD	NJ	impf	-	m	pl	p3	0	1	0	0
437767	437767	Exodus	7	18	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
437887	437887	Exodus	7	20	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
437955	437955	Exodus	7	22	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
437988	437988	Exodus	7	24	XPR=[	חפר=[	JXPRW	יחפרו	JXPRW		impf	-	m	pl	p3	1	0	0	0
438007	438007	Exodus	7	25	ML>[	מלא[	JML>W	ימלאו	JML>W		impf	-	m	pl	p3	1	0	0	0
438034	438034	Exodus	7	26	<BD[	עבד[	J<BDNJ	יעבדני	J<BD	NJ	impf	-	m	pl	p3	0	1	0	0
438055	438055	Exodus	7	28	<LH[	עלה[	<LW	עלו	<LW		perf	-	unknown	pl	p3	1	0	0	0
438057	438057	Exodus	7	28	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
438089	438089	Exodus	7	29	<LH[	עלה[	J<LW	יעלו	J<LW		impf	-	m	pl	p3	1	0	0	0
438130	438130	Exodus	7	29	<LH[	עלה[	<LW	עלו	<LW		perf	-	unknown	pl	p3	1	0	0	0
438132	438132	Exodus	7	29	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
438164	438164	Exodus	7	29	<LH[	עלה[	J<LW	יעלו	J<LW		impf	-	m	pl	p3	1	0	0	0
438234	438234	Exodus	8	3	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
438241	438241	Exodus	8	3	<LH[	עלה[	J<LW	יעלו	J<LW		impf	-	m	pl	p3	1	0	0	0
438274	438274	Exodus	8	4	ZBX[	זבח[	JZBXW	יזבחו	JZBXW		impf	-	m	pl	p3	1	0	0	0
438373	438373	Exodus	8	9	MWT[	מות[	JMTW	ימתו	JMTW		impf	-	m	pl	p3	1	0	0	0
438443	438443	Exodus	8	13	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
438478	438478	Exodus	8	14	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
438502	438502	Exodus	8	15	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
438550	438550	Exodus	8	16	<BD[	עבד[	J<BDNJ	יעבדני	J<BD	NJ	impf	-	m	pl	p3	0	1	0	0
438573	438573	Exodus	8	17	ML>[	מלא[	ML>W	מלאו	ML>W		perf	-	unknown	pl	p3	1	0	0	0
438636	438636	Exodus	8	19	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
438668	438668	Exodus	8	19	ML>[	מלא[	ML>W	מלאו	ML>W		perf	-	unknown	pl	p3	1	0	0	0
438760	438760	Exodus	8	21	ZBX[	זבח[	ZBXW	זבחו	ZBXW		impv	-	m	pl	p2	1	0	0	0
438789	438789	Exodus	8	22	SQL[	סקל[	JSQLNW	יסקלנו	JSQL	NW	impf	-	m	pl	p3	0	1	1	0
438935	438935	Exodus	9	1	<BD[	עבד[	J<BDNJ	יעבדני	J<BD	NJ	impf	-	m	pl	p3	0	1	0	0
439015	439015	Exodus	9	5	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
439147	439147	Exodus	9	8	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
439187	439187	Exodus	9	10	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
439279	439279	Exodus	9	13	<BD[	עבד[	J<BDNJ	יעבדני	J<BD	NJ	impf	-	m	pl	p3	0	1	0	0
439407	439407	Exodus	9	19	MWT[	מות[	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0
439416	439416	Exodus	9	19	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
439558	439558	Exodus	9	19	MWT[	מות[	MTW	מתו	MTW		perf	-	unknown	pl	p3	1	0	0	0
439800	439800	Exodus	9	30	JR>[	ירא[	TJR>WN	תיראון	TJR>W		impf	-	m	pl	p2	1	0	0	1
439811	439811	Exodus	9	31	NKH[	נכה[	NKW	נכו	NKW		perf	-	unknown	pl	p3	1	0	0	0
439827	439827	Exodus	9	32	NKH[	נכה[	NKW	נכו	NKW		perf	-	unknown	pl	p3	1	0	0	0
440029	440029	Exodus	10	2	ML>[	מלא[	ML>W	מלאו	ML>W		perf	-	unknown	pl	p3	1	0	0	0
440041	440041	Exodus	10	2	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
440065	440065	Exodus	10	3	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
440084	440084	Exodus	10	3	<BD[	עבד[	J<BDNJ	יעבדני	J<BD	NJ	impf	-	m	pl	p3	0	1	0	0
440145	440145	Exodus	10	6	ML>[	מלא[	ML>W	מלאו	ML>W		perf	-	unknown	pl	p3	1	0	0	0
440157	440157	Exodus	10	6	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
440181	440181	Exodus	10	7	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
440197	440197	Exodus	10	7	<BD[	עבד[	J<BDW	יעבדו	J<BDW		impf	-	m	pl	p3	1	0	0	0
440220	440220	Exodus	10	8	<BD[	עבד[	<BDW	עבדו	<BDW		impv	-	m	pl	p2	1	0	0	0
440267	440267	Exodus	10	10	R>H[	ראה[	R>W	ראו	R>W		impv	-	m	pl	p2	1	0	0	0
440278	440278	Exodus	10	11	<BD[	עבד[	<BDW	עבדו	<BDW		impv	-	m	pl	p2	1	0	0	0
440286	440286	Exodus	10	11	GRC[	גרשׁ[	JGRCW	יגרשׁו	JGRCW		impf	-	m	pl	p3	1	0	0	0
440454	440454	Exodus	10	17	NF>[	נשׂא[	F>W	שׂאו	F>W		impv	-	m	pl	p2	1	0	0	0
440559	440559	Exodus	10	23	R>H[	ראה[	R>W	ראו	R>W		perf	-	unknown	pl	p3	1	0	0	0
440591	440591	Exodus	10	24	<BD[	עבד[	<BDW	עבדו	<BDW		impv	-	m	pl	p2	1	0	0	0
440723	440723	Exodus	11	2	C>L[	שׁאל[	JC>LW	ישׁאלו	JC>LW		impf	-	m	pl	p3	1	0	0	0
440752	440752	Exodus	11	3	C>L[	שׁאל[	HC>LWM	השׁאלום	HC>LW	M	perf	-	unknown	pl	p3	1	1	0	0
440963	440963	Exodus	11	8	JRD[	ירד[	JRDW	ירדו	JRDW		perf	-	unknown	pl	p3	1	0	0	0
440969	440969	Exodus	11	8	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
441013	441013	Exodus	11	10	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
441081	441081	Exodus	12	3	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
441133	441133	Exodus	12	5	LQX[	לקח[	TQXW	תקחו	TQXW		impf	-	m	pl	p2	1	0	0	0
441159	441159	Exodus	12	7	LQX[	לקח[	LQXW	לקחו	LQXW		perf	-	unknown	pl	p3	1	0	0	0
441164	441164	Exodus	12	7	NTN[	נתנ[	NTNW	נתנו	NTNW		perf	-	unknown	pl	p3	1	0	0	0
441177	441177	Exodus	12	7	>KL[	אכל[	J>KLW	יאכלו	J>KLW		impf	-	m	pl	p3	1	0	0	0
441181	441181	Exodus	12	8	>KL[	אכל[	>KLW	אכלו	>KLW		perf	-	unknown	pl	p3	1	0	0	0
441195	441195	Exodus	12	8	>KL[	אכל[	J>KLHW	יאכלהו	J>KL	HW	impf	-	m	pl	p3	0	1	1	0
441197	441197	Exodus	12	9	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
441229	441229	Exodus	12	10	FRP[	שׂרפ[	TFRPW	תשׂרפו	TFRPW		impf	-	m	pl	p2	1	0	0	0
441232	441232	Exodus	12	11	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
441333	441333	Exodus	12	14	XGG[	חגג[	TXGHW	תחגהו	TXG	HW	impf	-	m	pl	p2	0	1	1	0
441337	441337	Exodus	12	15	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
441441	441441	Exodus	12	18	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
441482	441482	Exodus	12	20	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
441486	441486	Exodus	12	20	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
441499	441499	Exodus	12	21	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
441538	441538	Exodus	12	22	JY>[	יצא[	TY>W	תצאו	TY>W		impf	-	m	pl	p2	1	0	0	0
441600	441600	Exodus	12	25	BW>[	בוא[	TB>W	תבאו	TB>W		impf	-	m	pl	p2	1	0	0	0
441625	441625	Exodus	12	26	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
441662	441662	Exodus	12	27	XWH[	חוה[	JCTXWW	ישׁתחוו	JCTXWW		impf	-	m	pl	p3	1	0	0	0
441666	441666	Exodus	12	28	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
441679	441679	Exodus	12	28	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
441750	441750	Exodus	12	31	JY>[	יצא[	Y>W	צאו	Y>W		impv	-	m	pl	p2	1	0	0	0
441761	441761	Exodus	12	31	<BD[	עבד[	<BDW	עבדו	<BDW		impv	-	m	pl	p2	1	0	0	0
441770	441770	Exodus	12	32	LQX[	לקח[	QXW	קחו	QXW		impv	-	m	pl	p2	1	0	0	0
441794	441794	Exodus	12	33	>MR[	אמר[	>MRW	אמרו	>MRW		perf	-	unknown	pl	p3	1	0	0	0
441814	441814	Exodus	12	35	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
441819	441819	Exodus	12	35	C>L[	שׁאל[	JC>LW	ישׁאלו	JC>LW		impf	-	m	pl	p3	1	0	0	0
441840	441840	Exodus	12	36	C>L[	שׁאל[	JC>JLWM	ישׁאילום	JC>JLW	M	impf	-	m	pl	p3	1	1	0	0
441842	441842	Exodus	12	36	NYL[	נצל[	JNYLW	ינצלו	JNYLW		impf	-	m	pl	p3	1	0	0	0
441882	441882	Exodus	12	39	JY>[	יצא[	HWYJ>W	הוציאו	HWYJ>W		perf	-	unknown	pl	p3	1	0	0	0
441902	441902	Exodus	12	39	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
441943	441943	Exodus	12	41	JY>[	יצא[	JY>W	יצאו	JY>W		perf	-	unknown	pl	p3	1	0	0	0
442015	442015	Exodus	12	46	JY>[	יצא[	TWYJ>W	תוציאו	TWYJ>W		impf	-	m	pl	p2	1	0	0	0
442027	442027	Exodus	12	46	CBR[	שׁבר[	TCBRW	תשׁברו	TCBRW		impf	-	m	pl	p2	1	0	0	0
442032	442032	Exodus	12	47	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
442078	442078	Exodus	12	50	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
442092	442092	Exodus	12	50	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
442141	442141	Exodus	13	3	ZKR[	זכר[	ZKRW	זכרו	ZKRW		impv	-	m	pl	p2	1	0	0	0
442486	442486	Exodus	13	17	CWB[	שׁוב[	CBW	שׁבו	CBW		perf	-	unknown	pl	p3	1	0	0	0
442500	442500	Exodus	13	18	<LH[	עלה[	<LW	עלו	<LW		perf	-	unknown	pl	p3	1	0	0	0
442597	442597	Exodus	14	2	CWB[	שׁוב[	JCWBW	ישׁובו	JCWBW		impf	-	m	pl	p3	1	0	0	0
442648	442648	Exodus	14	4	JD<[	ידע[	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0
442654	442654	Exodus	14	4	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
442675	442675	Exodus	14	5	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
442729	442729	Exodus	14	9	RDP[	רדפ[	JRDPW	ירדפו	JRDPW		impf	-	m	pl	p3	1	0	0	0
442733	442733	Exodus	14	9	NFG[	נשׂג[	JFGW	ישׂגו	JFGW		impf	-	m	pl	p3	1	0	0	0
442756	442756	Exodus	14	10	NF>[	נשׂא[	JF>W	ישׂאו	JF>W		impf	-	m	pl	p3	1	0	0	0
442762	442762	Exodus	14	10	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
442769	442769	Exodus	14	10	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
442778	442778	Exodus	14	11	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
442837	442837	Exodus	14	13	JR>[	ירא[	TJR>W	תיראו	TJR>W		impf	-	m	pl	p2	1	0	0	0
442840	442840	Exodus	14	13	R>H[	ראה[	R>W	ראו	R>W		impv	-	m	pl	p2	1	0	0	0
442899	442899	Exodus	14	16	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
442916	442916	Exodus	14	17	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
442932	442932	Exodus	14	18	JD<[	ידע[	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0
443039	443039	Exodus	14	22	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
443059	443059	Exodus	14	23	RDP[	רדפ[	JRDPW	ירדפו	JRDPW		impf	-	m	pl	p3	1	0	0	0
443062	443062	Exodus	14	23	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
443106	443106	Exodus	14	25	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
443131	443131	Exodus	14	26	CWB[	שׁוב[	JCWBW	ישׁובו	JCWBW		impf	-	m	pl	p3	1	0	0	0
443173	443173	Exodus	14	28	CWB[	שׁוב[	JCWBW	ישׁובו	JCWBW		impf	-	m	pl	p3	1	0	0	0
443177	443177	Exodus	14	28	KSH[	כסה[	JKSW	יכסו	JKSW		impf	-	m	pl	p3	1	0	0	0
443255	443255	Exodus	14	31	JR>[	ירא[	JJR>W	ייראו	JJR>W		impf	-	m	pl	p3	1	0	0	0
443282	443282	Exodus	15	1	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
443335	443335	Exodus	15	5	JRD[	ירד[	JRDW	ירדו	JRDW		perf	-	unknown	pl	p3	1	0	0	0
443429	443429	Exodus	15	14	CM<[	שׁמע[	CM<W	שׁמעו	CM<W		perf	-	unknown	pl	p3	1	0	0	0
443438	443438	Exodus	15	15	BHL[	בהל[	NBHLW	נבהלו	NBHLW		perf	-	unknown	pl	p3	1	0	0	0
443580	443580	Exodus	15	22	MY>[	מצא[	MY>W	מצאו	MY>W		perf	-	unknown	pl	p3	1	0	0	0
443583	443583	Exodus	15	23	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
443676	443676	Exodus	15	27	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
443699	443699	Exodus	16	1	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
443740	443740	Exodus	16	3	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
443799	443799	Exodus	16	4	LQV[	לקט[	LQVW	לקטו	LQVW		perf	-	unknown	pl	p3	1	0	0	0
443822	443822	Exodus	16	5	BW>[	בוא[	JBJ>W	יביאו	JBJ>W		impf	-	m	pl	p3	1	0	0	0
443828	443828	Exodus	16	5	LQV[	לקט[	JLQVW	ילקטו	JLQVW		impf	-	m	pl	p3	1	0	0	0
443917	443917	Exodus	16	9	QRB[	קרב[	QRBW	קרבו	QRBW		impv	-	m	pl	p2	1	0	0	0
443966	443966	Exodus	16	12	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
444022	444022	Exodus	16	15	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
444026	444026	Exodus	16	15	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
444034	444034	Exodus	16	15	JD<[	ידע[	JD<W	ידעו	JD<W		perf	-	unknown	pl	p3	1	0	0	0
444056	444056	Exodus	16	16	LQV[	לקט[	LQVW	לקטו	LQVW		impv	-	m	pl	p2	1	0	0	0
444072	444072	Exodus	16	16	LQX[	לקח[	TQXW	תקחו	TQXW		impf	-	m	pl	p2	1	0	0	0
444074	444074	Exodus	16	17	<FH[	עשׂה[	J<FW	יעשׂו	J<FW		impf	-	m	pl	p3	1	0	0	0
444079	444079	Exodus	16	17	LQV[	לקט[	JLQVW	ילקטו	JLQVW		impf	-	m	pl	p3	1	0	0	0
444103	444103	Exodus	16	18	LQV[	לקט[	LQVW	לקטו	LQVW		perf	-	unknown	pl	p3	1	0	0	0
444116	444116	Exodus	16	20	CM<[	שׁמע[	CM<W	שׁמעו	CM<W		perf	-	unknown	pl	p3	1	0	0	0
444135	444135	Exodus	16	21	LQV[	לקט[	JLQVW	ילקטו	JLQVW		impf	-	m	pl	p3	1	0	0	0
444157	444157	Exodus	16	22	LQV[	לקט[	LQVW	לקטו	LQVW		perf	-	unknown	pl	p3	1	0	0	0
444166	444166	Exodus	16	22	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
444202	444202	Exodus	16	23	NWX[	נוח[	HNJXW	הניחו	HNJXW		impv	-	m	pl	p2	1	0	0	0
444209	444209	Exodus	16	24	NWX[	נוח[	JNJXW	יניחו	JNJXW		impf	-	m	pl	p3	1	0	0	0
444229	444229	Exodus	16	25	>KL[	אכל[	>KLHW	אכלהו	>KL	HW	impv	-	m	pl	p2	0	1	1	0
444241	444241	Exodus	16	25	MY>[	מצא[	TMY>W	תמצאו	TMY>W		impf	-	m	pl	p2	1	0	0	0
444246	444246	Exodus	16	26	LQV[	לקט[	TLQVHW	תלקטהו	TLQV	HW	impf	-	m	pl	p2	0	1	1	0
444262	444262	Exodus	16	27	JY>[	יצא[	JY>W	יצאו	JY>W		perf	-	unknown	pl	p3	1	0	0	0
444270	444270	Exodus	16	27	MY>[	מצא[	MY>W	מצאו	MY>W		perf	-	unknown	pl	p3	1	0	0	0
444284	444284	Exodus	16	29	R>H[	ראה[	R>W	ראו	R>W		impv	-	m	pl	p2	1	0	0	0
444324	444324	Exodus	16	31	QR>[	קרא[	JQR>W	יקראו	JQR>W		impf	-	m	pl	p3	1	0	0	0
444351	444351	Exodus	16	32	ML>[	מלא[	ML>W	מלאו	ML>W		impv	-	m	pl	p2	1	0	0	0
444360	444360	Exodus	16	32	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
444418	444418	Exodus	16	35	>KL[	אכל[	>KLW	אכלו	>KLW		perf	-	unknown	pl	p3	1	0	0	0
444432	444432	Exodus	16	35	>KL[	אכל[	>KLW	אכלו	>KLW		perf	-	unknown	pl	p3	1	0	0	0
444493	444493	Exodus	17	2	NSH[	נסה[	TNSW	תנסו	TNSW		impf	-	m	pl	p2	1	0	0	0
444510	444510	Exodus	17	3	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
444542	444542	Exodus	17	4	SQL[	סקל[	SQLWNJ	סקלוני	SQLW	NJ	perf	-	unknown	pl	p3	1	1	0	0
444681	444681	Exodus	17	10	<LH[	עלה[	<LW	עלו	<LW		perf	-	unknown	pl	p3	1	0	0	0
444709	444709	Exodus	17	12	LQX[	לקח[	JQXW	יקחו	JQXW		impf	-	m	pl	p3	1	0	0	0
444712	444712	Exodus	17	12	FJM[	שׂימ[	JFMW	ישׂמו	JFMW		impf	-	m	pl	p3	1	0	0	0
444918	444918	Exodus	18	7	C>L[	שׁאל[	JC>LW	ישׁאלו	JC>LW		impf	-	m	pl	p3	1	0	0	0
445223	445223	Exodus	18	20	<FH[	עשׂה[	J<FWN	יעשׂון	J<FW		impf	-	m	pl	p3	1	0	0	1
445254	445254	Exodus	18	22	CPV[	שׁפט[	CPVW	שׁפטו	CPVW		perf	-	unknown	pl	p3	1	0	0	0
445268	445268	Exodus	18	22	BW>[	בוא[	JBJ>WN	יביאון	JBJ>W		impf	-	m	pl	p3	1	0	0	1
445276	445276	Exodus	18	22	CPV[	שׁפט[	JCPVW	ישׁפטו	JCPVW		impf	-	m	pl	p3	1	0	0	0
445283	445283	Exodus	18	22	NF>[	נשׂא[	NF>W	נשׂאו	NF>W		perf	-	unknown	pl	p3	1	0	0	0
445386	445386	Exodus	18	24	<NH[	ענה[	J<NW	יענו	J<NW		impf	-	m	pl	p3	1	0	0	0
445388	445388	Exodus	18	24	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
445430	445430	Exodus	18	25	CM<[	שׁמע[	CM<W	שׁמעו	CM<W		impv	-	m	pl	p2	1	0	0	0
445453	445453	Exodus	18	25	CM<[	שׁמע[	TCM<WN	תשׁמעון	TCM<W		impf	-	m	pl	p2	1	0	0	1
445471	445471	Exodus	18	25	QRB[	קרב[	TQRJBWN	תקריבון	TQRJBW		impf	-	m	pl	p2	1	0	0	1
445483	445483	Exodus	18	25	<FH[	עשׂה[	J<FWN	יעשׂון	J<FW		impf	-	m	pl	p3	1	0	0	1
445485	445485	Exodus	18	26	CPV[	שׁפט[	JCPVW	ישׁפטו	JCPVW		impf	-	m	pl	p3	1	0	0	0
445497	445497	Exodus	18	26	BW>[	בוא[	JBJ>WN	יביאון	JBJ>W		impf	-	m	pl	p3	1	0	0	1
445506	445506	Exodus	18	26	CPV[	שׁפט[	JCPVW	ישׁפטו	JCPVW		impf	-	m	pl	p3	1	0	0	0
445533	445533	Exodus	19	1	BW>[	בוא[	B>W	באו	B>W		perf	-	unknown	pl	p3	1	0	0	0
445541	445541	Exodus	19	2	BW>[	בוא[	JB>W	יבאו	JB>W		impf	-	m	pl	p3	1	0	0	0
445602	445602	Exodus	19	5	CM<[	שׁמע[	TCM<W	תשׁמעו	TCM<W		impf	-	m	pl	p2	1	0	0	0
445662	445662	Exodus	19	8	<NH[	ענה[	J<NW	יענו	J<NW		impf	-	m	pl	p3	1	0	0	0
445668	445668	Exodus	19	8	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
445807	445807	Exodus	19	13	<LH[	עלה[	J<LW	יעלו	J<LW		impf	-	m	pl	p3	1	0	0	0
445989	445989	Exodus	19	22	QDC[	קדשׁ[	JTQDCW	יתקדשׁו	JTQDCW		impf	-	m	pl	p3	1	0	0	0
446446	446446	Exodus	20	18	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
446457	446457	Exodus	20	19	>MR[	אמר[	J>MRW	יאמרו	J>MRW		impf	-	m	pl	p3	1	0	0	0
446571	446571	Exodus	20	20	JR>[	ירא[	TJR>W	תיראו	TJR>W		impf	-	m	pl	p2	1	0	0	0
446766	446766	Exodus	20	21	CWB[	שׁוב[	CWBW	שׁובו	CWBW		impv	-	m	pl	p2	1	0	0	0
446790	446790	Exodus	20	21	<FH[	עשׂה[	<FW	עשׂו	<FW		perf	-	unknown	pl	p3	1	0	0	0
446819	446819	Exodus	20	23	<FH[	עשׂה[	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0
446827	446827	Exodus	20	23	<FH[	עשׂה[	T<FW	תעשׂו	T<FW		impf	-	m	pl	p2	1	0	0	0
447125	447125	Exodus	21	18	NKH[	נכה[	HKW	הכו	HKW		perf	-	unknown	pl	p3	1	0	0	0
447419	447419	Exodus	21	35	MKR[	מכר[	MKRW	מכרו	MKRW		perf	-	unknown	pl	p3	1	0	0	0
447424	447424	Exodus	21	35	XYH[	חצה[	XYW	חצו	XYW		perf	-	unknown	pl	p3	1	0	0	0
447432	447432	Exodus	21	35	XYH[	חצה[	JXYWN	יחצון	JXYW		impf	-	m	pl	p3	1	0	0	1
447943	447943	Exodus	22	30	>KL[	אכל[	T>KLW	תאכלו	T>KLW		impf	-	m	pl	p2	1	0	0	0
447945	447945	Exodus	22	30	CLK[	שׁלכ[	TCLJKW	תשׁליכו	TCLJKW		impf	-	m	pl	p2	1	0	0	0
448079	448079	Exodus	23	11	>KL[	אכל[	>KLW	אכלו	>KLW		perf	-	unknown	pl	p3	1	0	0	0
448131	448131	Exodus	23	13	CM<[	שׁמע[	JCM<W	ישׁמעו	JCM<W		impf	-	m	pl	p3	1	0	0	0
448164	448164	Exodus	23	15	R>H[	ראה[	JR>W	יראו	JR>W		impf	-	m	pl	p3	1	0	0	0
448282	448282	Exodus	23	22	CM<[	שׁמע[	TCM<W	תשׁמעו	TCM<W		impf	-	m	pl	p2	1	0	0	0
